"","population","year","harv","cv"
"92","Pelly","1996",11635.6340017685,0.130230535
"93","Pelly","1997",12744.5546745702,0.142866215
"94","Pelly","1998",9533.42229529287,0.142760007
"95","Pelly","1999",8468.47123401252,0.130481325
"96","Pelly","2000",15912.7712894478,0.136242213
"97","Pelly","2001",5763.34074937979,0.143071125
"98","Pelly","2002",3896.2878276996,0.128987366
"99","Pelly","2003",9540.42356699953,0.123107603
"100","Pelly","2004",11528.1379258534,0.128508529
"101","Pelly","2005",14492.2640267043,0.117971239
"102","Pelly","2006",10821.3496088008,0.129842566
"103","Pelly","2007",11877.9021435612,0.131906287
"104","Pelly","2008",4287.83654823243,0.125255227
"105","Pelly","2009",5254.45193430174,0.126748405
"106","Pelly","2010",7039.86978304135,0.137307023
"107","Pelly","2011",4241.73511486665,0.125075681
"108","Pelly","2012",3835.48867697336,0.13842444
"109","Pelly","2013",1434.78742326719,0.156086008
"110","Pelly","2014",184.78273905324,0.169597727
"111","Pelly","2015",1145.37195498982,0.128993897
"112","Pelly","2016",2858.20279992369,0.133122712
"113","Pelly","2017",3754.77045629929,0.158203776
"114","Pelly","2018",2929.82753841477,0.132341508
"115","Pelly","2019",4653.97718943199,0.128571558
"116","Pelly","2020",4012.94853845477,0.155626621
"117","Pelly","2021",224.530417138696,0.126471837
"118","Pelly","2022",106.246492766781,0.143508469
"119","Pelly","2023",160.656066683089,0.141114649
"120","Pelly","2024",88.3382427684795,0.141114649
"121","Stewart","1985",16815.4662576974,0.140912364
"122","Stewart","1986",17804.8194289554,0.131097544
"123","Stewart","1987",9281.0169295485,0.134475578
"124","Stewart","1988",4148.85837769827,0.127990569
"125","Stewart","1989",4407.75196510892,0.128515546
"126","Stewart","1990",3475.13573105404,0.135257381
"127","Stewart","1991",5826.66448507484,0.128439122
"128","Stewart","1992",8827.89403818526,0.143929542
"129","Stewart","1993",2240.63636073801,0.136226665
"130","Stewart","1994",6348.10300957048,0.130780246
"131","Stewart","1995",13882.8285481668,0.139701013
"132","Stewart","1996",4473.73072023105,0.130230535
"133","Stewart","1997",6907.79196363305,0.142866215
"134","Stewart","1998",4646.16440967079,0.142760007
"135","Stewart","1999",3092.20202427878,0.130481325
"136","Stewart","2000",4165.46252306319,0.136242213
"137","Stewart","2001",2404.18366534637,0.143071125
"138","Stewart","2002",2456.10711749289,0.128987366
"139","Stewart","2003",1184.35703053006,0.123107603
"140","Stewart","2004",3132.67426167495,0.128508529
"141","Stewart","2005",2411.14730867253,0.117971239
"142","Stewart","2006",5185.009454198,0.129842566
"143","Stewart","2007",14972.3846561963,0.131906287
"144","Stewart","2008",1940.69568187982,0.125255227
"145","Stewart","2009",1654.18168080257,0.126748405
"146","Stewart","2010",2055.73134563161,0.137307023
"147","Stewart","2011",888.255729693061,0.125075681
"148","Stewart","2012",363.978233371848,0.13842444
"149","Stewart","2013",389.455896039563,0.156086008
"150","Stewart","2014",59.0766243861545,0.169597727
"151","Stewart","2015",352.613870566011,0.128993897
"152","Stewart","2016",1217.80380949965,0.133122712
"153","Stewart","2017",1265.54449814522,0.158203776
"154","Stewart","2018",1085.10551949434,0.132341508
"155","Stewart","2019",3513.03349928169,0.128571558
"156","Stewart","2020",1166.13626230711,0.155626621
"157","Stewart","2021",113.432354636891,0.126471837
"158","Stewart","2022",4.37847960344368,0.143508469
"159","Stewart","2023",45.893147616542,0.141114649
"160","Stewart","2024",129.784024004408,0.141114649
"161","Nordenskiold","1985",2524.6547572123,0.140912364
"162","Nordenskiold","1986",2043.11808688343,0.131097544
"163","Nordenskiold","1987",3556.96446366776,0.134475578
"164","Nordenskiold","1988",19173.1590395807,0.127990569
"165","Nordenskiold","1989",4563.24148955092,0.128515546
"166","Nordenskiold","1990",2744.42692991117,0.135257381
"167","Nordenskiold","1991",1142.20457568568,0.128439122
"168","Nordenskiold","1992",1821.14826914039,0.143929542
"169","Nordenskiold","1993",1769.37717536389,0.136226665
"170","Nordenskiold","1994",4639.96048011044,0.130780246
"171","Nordenskiold","1995",11978.454219022,0.139701013
"172","Nordenskiold","1996",5232.87894254602,0.130230535
"173","Nordenskiold","1997",1551.19673961966,0.142866215
"174","Nordenskiold","1998",4158.143914389,0.142760007
"175","Nordenskiold","1999",2706.47944212995,0.130481325
"176","Nordenskiold","2000",5143.12439854742,0.136242213
"177","Nordenskiold","2001",4014.76179083943,0.143071125
"178","Nordenskiold","2002",1028.47475563757,0.128987366
"179","Nordenskiold","2003",866.953030391554,0.123107603
"180","Nordenskiold","2004",2955.03470408534,0.128508529
"181","Nordenskiold","2005",368.855876067502,0.117971239
"182","Nordenskiold","2006",3720.9156748913,0.129842566
"183","Nordenskiold","2007",3078.26187600462,0.131906287
"184","Nordenskiold","2008",3822.38989462276,0.125255227
"185","Nordenskiold","2009",595.066984637354,0.126748405
"186","Nordenskiold","2010",2152.05197216348,0.137307023
"187","Nordenskiold","2011",318.433756071598,0.125075681
"188","Nordenskiold","2012",638.402626147665,0.13842444
"189","Nordenskiold","2013",959.792007070101,0.156086008
"190","Nordenskiold","2014",21.5489967103278,0.169597727
"191","Nordenskiold","2015",310.343925146914,0.128993897
"192","Nordenskiold","2016",1024.83462884757,0.133122712
"193","Nordenskiold","2017",1457.17357891901,0.158203776
"194","Nordenskiold","2018",948.141316669021,0.132341508
"195","Nordenskiold","2019",535.389977136505,0.128571558
"196","Nordenskiold","2020",1328.76217547873,0.155626621
"197","Nordenskiold","2021",72.1937148874035,0.126471837
"198","Nordenskiold","2022",75.3578133086454,0.143508469
"199","Nordenskiold","2023",129.696262441638,0.141114649
"200","Nordenskiold","2024",70.1026139407033,0.141114649
"201","YukonR.Teslinheadwaters","1985",26772.2866096966,0.140912364
"202","YukonR.Teslinheadwaters","1986",33965.7329952186,0.131097544
"203","YukonR.Teslinheadwaters","1987",11603.0628574321,0.134475578
"204","YukonR.Teslinheadwaters","1988",4743.85642651059,0.127990569
"205","YukonR.Teslinheadwaters","1989",3228.00496394425,0.128515546
"206","YukonR.Teslinheadwaters","1990",3248.6518035297,0.135257381
"207","YukonR.Teslinheadwaters","1991",8006.56393211919,0.128439122
"208","YukonR.Teslinheadwaters","1992",36644.7198994841,0.143929542
"209","YukonR.Teslinheadwaters","1993",11321.1779669325,0.136226665
"210","YukonR.Teslinheadwaters","1994",6510.2314651306,0.130780246
"211","YukonR.Teslinheadwaters","1995",15882.6194887239,0.139701013
"212","YukonR.Teslinheadwaters","1996",14721.3778533495,0.130230535
"213","YukonR.Teslinheadwaters","1997",9832.75456295191,0.142866215
"214","YukonR.Teslinheadwaters","1998",6368.10837630568,0.142760007
"215","YukonR.Teslinheadwaters","1999",7955.13131506896,0.130481325
"216","YukonR.Teslinheadwaters","2000",8695.76376226951,0.136242213
"217","YukonR.Teslinheadwaters","2001",4090.42760032712,0.143071125
"218","YukonR.Teslinheadwaters","2002",1144.4799361214,0.128987366
"219","YukonR.Teslinheadwaters","2003",1963.51150069458,0.123107603
"220","YukonR.Teslinheadwaters","2004",3968.2440933039,0.128508529
"221","YukonR.Teslinheadwaters","2005",11143.5704912584,0.117971239
"222","YukonR.Teslinheadwaters","2006",3123.92296665162,0.129842566
"223","YukonR.Teslinheadwaters","2007",5203.72067479155,0.131906287
"224","YukonR.Teslinheadwaters","2008",1016.05869607768,0.125255227
"225","YukonR.Teslinheadwaters","2009",1876.06814754854,0.126748405
"226","YukonR.Teslinheadwaters","2010",5786.79931488729,0.137307023
"227","YukonR.Teslinheadwaters","2011",2208.88762731565,0.125075681
"228","YukonR.Teslinheadwaters","2012",2075.03076002468,0.13842444
"229","YukonR.Teslinheadwaters","2013",660.874632547738,0.156086008
"230","YukonR.Teslinheadwaters","2014",192.442819689219,0.169597727
"231","YukonR.Teslinheadwaters","2015",420.102891005546,0.128993897
"232","YukonR.Teslinheadwaters","2016",2780.04397928133,0.133122712
"233","YukonR.Teslinheadwaters","2017",5426.23323711135,0.158203776
"234","YukonR.Teslinheadwaters","2018",2989.24460883776,0.132341508
"235","YukonR.Teslinheadwaters","2019",6701.91681576215,0.128571558
"236","YukonR.Teslinheadwaters","2020",2161.33757337138,0.155626621
"237","YukonR.Teslinheadwaters","2021",103.390310237635,0.126471837
"238","YukonR.Teslinheadwaters","2022",39.8679999442911,0.143508469
"239","YukonR.Teslinheadwaters","2023",273.258639757766,0.141114649
"240","YukonR.Teslinheadwaters","2024",208.199543090916,0.141114649
"241","MiddleYukonR.andtribs.","1985",24735.862890037,0.140912364
"242","MiddleYukonR.andtribs.","1986",33298.1039811946,0.131097544
"243","MiddleYukonR.andtribs.","1987",31820.964428819,0.134475578
"244","MiddleYukonR.andtribs.","1988",8963.30281026335,0.127990569
"245","MiddleYukonR.andtribs.","1989",18175.2065560122,0.128515546
"246","MiddleYukonR.andtribs.","1990",6269.33080281077,0.135257381
"247","MiddleYukonR.andtribs.","1991",27978.0665645693,0.128439122
"248","MiddleYukonR.andtribs.","1992",27575.0610306496,0.143929542
"249","MiddleYukonR.andtribs.","1993",14234.0339563917,0.136226665
"250","MiddleYukonR.andtribs.","1994",15366.1423056712,0.130780246
"251","MiddleYukonR.andtribs.","1995",46555.1452786368,0.139701013
"252","MiddleYukonR.andtribs.","1996",20139.2065691237,0.130230535
"253","MiddleYukonR.andtribs.","1997",35696.1859659945,0.142866215
"254","MiddleYukonR.andtribs.","1998",7662.86304894942,0.142760007
"255","MiddleYukonR.andtribs.","1999",11363.4943905239,0.130481325
"256","MiddleYukonR.andtribs.","2000",22297.0357796023,0.136242213
"257","MiddleYukonR.andtribs.","2001",12517.6466845932,0.143071125
"258","MiddleYukonR.andtribs.","2002",14141.3249454146,0.128987366
"259","MiddleYukonR.andtribs.","2003",8535.8031012873,0.123107603
"260","MiddleYukonR.andtribs.","2004",13906.9652393748,0.128508529
"261","MiddleYukonR.andtribs.","2005",8832.14414937289,0.117971239
"262","MiddleYukonR.andtribs.","2006",18784.532499161,0.129842566
"263","MiddleYukonR.andtribs.","2007",2003.05444951487,0.131906287
"264","MiddleYukonR.andtribs.","2008",14089.113720834,0.125255227
"265","MiddleYukonR.andtribs.","2009",2865.60972149959,0.126748405
"266","MiddleYukonR.andtribs.","2010",3686.51197890113,0.137307023
"267","MiddleYukonR.andtribs.","2011",5359.99216285869,0.125075681
"268","MiddleYukonR.andtribs.","2012",2010.38476153312,0.13842444
"269","MiddleYukonR.andtribs.","2013",3913.59292067587,0.156086008
"270","MiddleYukonR.andtribs.","2014",600.526246027327,0.169597727
"271","MiddleYukonR.andtribs.","2015",1688.49498043009,0.128993897
"272","MiddleYukonR.andtribs.","2016",2702.1051545171,0.133122712
"273","MiddleYukonR.andtribs.","2017",9162.26429240727,0.158203776
"274","MiddleYukonR.andtribs.","2018",6955.48775427934,0.132341508
"275","MiddleYukonR.andtribs.","2019",13381.9256987308,0.128571558
"276","MiddleYukonR.andtribs.","2020",5376.17414182112,0.155626621
"277","MiddleYukonR.andtribs.","2021",466.554670177485,0.126471837
"278","MiddleYukonR.andtribs.","2022",489.172767668076,0.143508469
"279","MiddleYukonR.andtribs.","2023",167.91919021931,0.141114649
"280","MiddleYukonR.andtribs.","2024",318.273418133046,0.141114649
"281","UpperYukonR.","1985",5183.28081490411,0.140912364
"282","UpperYukonR.","1986",7376.02629859077,0.131097544
"283","UpperYukonR.","1987",2708.42808336659,0.134475578
"284","UpperYukonR.","1988",1631.31149781672,0.127990569
"285","UpperYukonR.","1989",659.85556367316,0.128515546
"286","UpperYukonR.","1990",404.472522021245,0.135257381
"287","UpperYukonR.","1991",4990.02425461459,0.128439122
"288","UpperYukonR.","1992",25725.8481203936,0.143929542
"289","UpperYukonR.","1993",4767.0295998295,0.136226665
"290","UpperYukonR.","1994",4030.65630731483,0.130780246
"291","UpperYukonR.","1995",9305.63338892665,0.139701013
"292","UpperYukonR.","1996",9136.9731608571,0.130230535
"293","UpperYukonR.","1997",10088.8624147454,0.142866215
"294","UpperYukonR.","1998",22102.905658464,0.142760007
"295","UpperYukonR.","1999",4062.91419224102,0.130481325
"296","UpperYukonR.","2000",3917.86208498522,0.136242213
"297","UpperYukonR.","2001",1521.20287863961,0.143071125
"298","UpperYukonR.","2002",1648.31245450771,0.128987366
"299","UpperYukonR.","2003",3471.64969090369,0.123107603
"300","UpperYukonR.","2004",8544.24081392397,0.128508529
"301","UpperYukonR.","2005",2750.49366087845,0.117971239
"302","UpperYukonR.","2006",2346.3284925678,0.129842566
"303","UpperYukonR.","2007",1854.30531017209,0.131906287
"304","UpperYukonR.","2008",2287.96428681781,0.125255227
"305","UpperYukonR.","2009",3085.03109619509,0.126748405
"306","UpperYukonR.","2010",1146.13296751698,0.137307023
"307","UpperYukonR.","2011",4459.83555598647,0.125075681
"308","UpperYukonR.","2012",4515.63147956378,0.13842444
"309","UpperYukonR.","2013",2509.53875796486,0.156086008
"310","UpperYukonR.","2014",220.815389995695,0.169597727
"311","UpperYukonR.","2015",247.931631648617,0.128993897
"312","UpperYukonR.","2016",585.092388429362,0.133122712
"313","UpperYukonR.","2017",2773.07860289844,0.158203776
"314","UpperYukonR.","2018",1881.33494288412,0.132341508
"315","UpperYukonR.","2019",5551.16652675087,0.128571558
"316","UpperYukonR.","2020",1487.83469788889,0.155626621
"317","UpperYukonR.","2021",211.473461492531,0.126471837
"318","UpperYukonR.","2022",75.0471909204482,0.143508469
"319","UpperYukonR.","2023",40.6397513903251,0.141114649
"320","UpperYukonR.","2024",124.529430201029,0.141114649
"1985","Big.Salmon","1985",11702.4382146861,0.140912364
"1986","Big.Salmon","1986",15753.2003730128,0.131097544
"1987","Big.Salmon","1987",15054.3715339709,0.134475578
"1988","Big.Salmon","1988",4240.50286027732,0.127990569
"1989","Big.Salmon","1989",8598.61783299902,0.128515546
"1990","Big.Salmon","1990",2965.99543316808,0.135257381
"1991","Big.Salmon","1991",13236.3118599805,0.128439122
"1992","Big.Salmon","1992",13045.6515469832,0.143929542
"1993","Big.Salmon","1993",6734.06477311569,0.136226665
"1994","Big.Salmon","1994",7269.66072417144,0.130780246
"1995","Big.Salmon","1995",22025.0538103694,0.139701013
"1996","Big.Salmon","1996",9527.77841693555,0.130230535
"1997","Big.Salmon","1997",16887.723408883,0.142866215
"1998","Big.Salmon","1998",3625.26998862249,0.142760007
"1999","Big.Salmon","1999",5376.02393735776,0.130481325
"2000","Big.Salmon","2000",10548.6388221588,0.136242213
"2001","Big.Salmon","2001",5922.04879089639,0.143071125
"2002","Big.Salmon","2002",6690.20450926613,0.128987366
"2003","Big.Salmon","2003",4038.25445061688,0.123107603
"2004","Big.Salmon","2004",6579.32986575218,0.128508529
"2005","Big.Salmon","2005",5017.39279123251,0.117971239
"2006","Big.Salmon","2006",6990.32356460572,0.129842566
"2007","Big.Salmon","2007",6969.57383933602,0.131906287
"2008","Big.Salmon","2008",1389.33129331774,0.125255227
"2009","Big.Salmon","2009",3077.88055054939,0.126748405
"2010","Big.Salmon","2010",3578.03983311955,0.137307023
"2011","Big.Salmon","2011",2564.60486675129,0.125075681
"2012","Big.Salmon","2012",1518.00372137842,0.13842444
"2013","Big.Salmon","2013",1259.06120681504,0.156086008
"2014","Big.Salmon","2014",173.50100019137,0.169597727
"2015","Big.Salmon","2015",687.455037522793,0.128993897
"2016","Big.Salmon","2016",1426.52915079323,0.133122712
"2017","Big.Salmon","2017",2481.54985192491,0.158203776
"2018","Big.Salmon","2018",2072.10663305969,0.132341508
"2019","Big.Salmon","2019",3912.81280152925,0.128571558
"2020","Big.Salmon","2020",1135.87688394817,0.155626621
"2021","Big.Salmon","2021",107.424246794398,0.126471837
"2022","Big.Salmon","2022",231.425688094688,0.143508469
"2023","Big.Salmon","2023",152.431378637491,0.141114649
"2024","Big.Salmon","2024",94.5436863012562,0.141114649
