CU_ID,CU_Name,Species,Year,SpnForAbd_Total,SpnForTrend_Total,SpnForAbd_Wild,SpnForTrend_Wild,Recruits_Wild,Recruits_Total,Abd_StartYr,UseYear,Group
CK-73,MiddleYukonR.andTribs,Chinook,1991,15683.36541,15683.36541,15683.36541,15683.36541,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,1992,9323.256841,9323.256841,9323.256841,9323.256841,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,1993,9016.697311,9016.697311,9016.697311,9016.697311,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,1994,11595.41689,11595.41689,11595.41689,11595.41689,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,1995,20706.79684,20706.79684,20706.79684,20706.79684,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,1996,16680.54393,16680.54393,16680.54393,16680.54393,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,1997,25563.19259,25563.19259,25563.19259,25563.19259,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,1998,4534.876499,4534.876499,4534.876499,4534.876499,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,1999,9836.890713,9836.890713,9836.890713,9836.890713,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2000,7411.838406,7411.838406,7411.838406,7411.838406,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2001,14685.35151,14685.35151,14685.35151,14685.35151,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2002,19179.51229,19179.51229,19179.51229,19179.51229,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2003,22252.50095,22252.50095,22252.50095,22252.50095,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2004,11373.35111,11373.35111,11373.35111,11373.35111,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2005,14672.52223,14672.52223,14672.52223,14672.52223,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2006,17627.97377,17627.97377,17627.97377,17627.97377,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2007,6942.756189,6942.756189,6942.756189,6942.756189,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2008,9724.833322,9724.833322,9724.833322,9724.833322,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2009,12233.92154,12233.92154,12233.92154,12233.92154,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2010,5249.877601,5249.877601,5249.877601,5249.877601,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2011,10839.73476,10839.73476,10839.73476,10839.73476,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2012,4017.675179,4017.675179,4017.675179,4017.675179,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2013,4579.617516,4579.617516,4579.617516,4579.617516,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2014,18798.94866,18798.94866,18798.94866,18798.94866,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2015,25705.84181,25705.84181,25705.84181,25705.84181,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2016,13432.74889,13432.74889,13432.74889,13432.74889,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2017,18244.63785,18244.63785,18244.63785,18244.63785,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2018,15920.57577,15920.57577,15920.57577,15920.57577,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2019,11738.21255,11738.21255,11738.21255,11738.21255,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2020,6761.29273,6761.29273,6761.29273,6761.29273,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2021,7470.229896,7470.229896,7470.229896,7470.229896,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2022,4387.660664,4387.660664,4387.660664,4387.660664,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2023,2567.34698,2567.34698,2567.34698,2567.34698,NA,NA,1985,TRUE,CK_Yukon
CK-73,MiddleYukonR.andTribs,Chinook,2024,4721.160658,4721.160658,4721.160658,4721.160658,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,1985,5789.339002,5789.339002,5789.339002,5789.339002,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,1986,5376.03091,5376.03091,5376.03091,5376.03091,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,1987,3115.066688,3115.066688,3115.066688,3115.066688,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,1988,2561.092428,2561.092428,2561.092428,2561.092428,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,1989,3685.86999,3685.86999,3685.86999,3685.86999,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,1990,4748.353064,4748.353064,4748.353064,4748.353064,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,1991,4466.585563,4466.585563,4466.585563,4466.585563,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,1992,2780.046288,2780.046288,2780.046288,2780.046288,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,1993,1751.415213,1751.415213,1751.415213,1751.415213,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,1994,5299.051637,5299.051637,5299.051637,5299.051637,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,1995,7002.915641,7002.915641,7002.915641,7002.915641,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,1996,4015.552233,4015.552233,4015.552233,4015.552233,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,1997,5305.636034,5305.636034,5305.636034,5305.636034,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,1998,2455.042949,2455.042949,2455.042949,2455.042949,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,1999,2351.057537,2351.057537,2351.057537,2351.057537,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2000,1444.442959,1444.442959,1444.442959,1444.442959,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2001,4545.04668,4545.04668,4545.04668,4545.04668,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2002,4118.675148,4118.675148,4118.675148,4118.675148,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2003,2879.26096,2879.26096,2879.26096,2879.26096,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2004,2966.973331,2966.973331,2966.973331,2966.973331,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2005,2001.818975,2001.818975,2001.818975,2001.818975,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2006,6049.496415,6049.496415,6049.496415,6049.496415,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2007,2901.322715,2901.322715,2901.322715,2901.322715,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2008,1827.061627,1827.061627,1827.061627,1827.061627,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2009,4983.132186,4983.132186,4983.132186,4983.132186,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2010,2203.551434,2203.551434,2203.551434,2203.551434,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2011,1796.507016,1796.507016,1796.507016,1796.507016,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2012,611.4536262,611.4536262,611.4536262,611.4536262,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2013,3005.403614,3005.403614,3005.403614,3005.403614,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2014,2151.193148,2151.193148,2151.193148,2151.193148,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2015,4925.587403,4925.587403,4925.587403,4925.587403,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2016,5732.78387,5732.78387,5732.78387,5732.78387,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2017,2892.518834,2892.518834,2892.518834,2892.518834,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2018,2625.334536,2625.334536,2625.334536,2625.334536,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2019,3391.166459,3391.166459,3391.166459,3391.166459,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2020,1920.932179,1920.932179,1920.932179,1920.932179,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2021,2843.910991,2843.910991,2843.910991,2843.910991,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2022,33.99699285,33.99699285,33.99699285,33.99699285,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2023,545.538413,545.538413,545.538413,545.538413,NA,NA,1985,TRUE,CK_Yukon
CK-74,Stewart,Chinook,2024,2568.667345,2568.667345,2568.667345,2568.667345,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,1985,2245.539817,2245.539817,2245.539817,2245.539817,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,1986,3987.475821,3987.475821,3987.475821,3987.475821,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,1987,2721.516382,2721.516382,2721.516382,2721.516382,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,1988,1756.92138,1756.92138,1756.92138,1756.92138,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,1989,2361.351019,2361.351019,2361.351019,2361.351019,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,1990,1725.134498,1725.134498,1725.134498,1725.134498,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,1991,973.5108263,973.5108263,973.5108263,973.5108263,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,1992,3344.793823,3344.793823,3344.793823,3344.793823,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,1993,10315.59651,10315.59651,10315.59651,10315.59651,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,1994,6596.007359,6596.007359,6596.007359,6596.007359,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,1995,4077.513573,4077.513573,4077.513573,4077.513573,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,1996,10503.40826,10503.40826,10503.40826,10503.40826,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,1997,4838.165692,4838.165692,4838.165692,4838.165692,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,1998,2675.401725,2675.401725,2675.401725,2675.401725,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,1999,3764.459065,3764.459065,3764.459065,3764.459065,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2000,2816.560405,2816.560405,2816.560405,2816.560405,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2001,4536.875257,4536.875257,4536.875257,4536.875257,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2002,2996.308108,2996.308108,2996.308108,2996.308108,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2003,5037.543453,5037.543453,5037.543453,5037.543453,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2004,3375.690397,3375.690397,3375.690397,3375.690397,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2005,13885.30289,13885.30289,13885.30289,13885.30289,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2006,1440.589466,1440.589466,1440.589466,1440.589466,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2007,3477.033044,3477.033044,3477.033044,3477.033044,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2008,2085.438252,2085.438252,2085.438252,2085.438252,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2009,3259.48551,3259.48551,3259.48551,3259.48551,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2010,1445.033677,1445.033677,1445.033677,1445.033677,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2011,2331.565778,2331.565778,2331.565778,2331.565778,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2012,2838.280546,2838.280546,2838.280546,2838.280546,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2013,157.0225508,157.0225508,157.0225508,157.0225508,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2014,5027.726575,5027.726575,5027.726575,5027.726575,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2015,5529.541086,5529.541086,5529.541086,5529.541086,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2016,2612.433567,2612.433567,2612.433567,2612.433567,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2017,3323.294814,3323.294814,3323.294814,3323.294814,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2018,2730.131986,2730.131986,2730.131986,2730.131986,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2019,2396.137406,2396.137406,2396.137406,2396.137406,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2020,504.9474479,504.9474479,504.9474479,504.9474479,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2021,1280.552377,1280.552377,1280.552377,1280.552377,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2022,2259.032287,2259.032287,2259.032287,2259.032287,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2023,1017.15848,1017.15848,1017.15848,1017.15848,NA,NA,1985,TRUE,CK_Yukon
CK-75,WhiteandTribs,Chinook,2024,766.8720386,766.8720386,766.8720386,766.8720386,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,1985,2050.599585,2050.599585,2050.599585,2050.599585,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,1986,3680.07433,3680.07433,3680.07433,3680.07433,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,1987,3531.036655,3531.036655,3531.036655,3531.036655,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,1988,13874.42853,13874.42853,13874.42853,13874.42853,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,1989,5541.700343,5541.700343,5541.700343,5541.700343,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,1990,20560.47337,20560.47337,20560.47337,20560.47337,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,1991,9744.650825,9744.650825,9744.650825,9744.650825,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,1992,6956.181726,6956.181726,6956.181726,6956.181726,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,1993,14138.73416,14138.73416,14138.73416,14138.73416,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,1994,16750.38875,16750.38875,16750.38875,16750.38875,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,1995,9916.144786,9916.144786,9916.144786,9916.144786,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,1996,6773.441804,6773.441804,6773.441804,6773.441804,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,1997,9282.05676,9282.05676,9282.05676,9282.05676,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,1998,5957.871277,5957.871277,5957.871277,5957.871277,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,1999,4521.127952,4521.127952,4521.127952,4521.127952,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2000,2709.565441,2709.565441,2709.565441,2709.565441,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2001,7415.29705,7415.29705,7415.29705,7415.29705,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2002,7715.865763,7715.865763,7715.865763,7715.865763,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2003,19040.32957,19040.32957,19040.32957,19040.32957,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2004,11722.60377,11722.60377,11722.60377,11722.60377,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2005,10446.43808,10446.43808,10446.43808,10446.43808,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2006,10655.34892,10655.34892,10655.34892,10655.34892,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2007,5503.327589,5503.327589,5503.327589,5503.327589,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2008,5489.10471,5489.10471,5489.10471,5489.10471,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2009,7190.755065,7190.755065,7190.755065,7190.755065,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2010,4186.241271,4186.241271,4186.241271,4186.241271,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2011,4354.942166,4354.942166,4354.942166,4354.942166,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2012,4479.554513,4479.554513,4479.554513,4479.554513,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2013,667.6445406,667.6445406,667.6445406,667.6445406,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2014,5449.453231,5449.453231,5449.453231,5449.453231,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2015,5970.763041,5970.763041,5970.763041,5970.763041,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2016,7363.75736,7363.75736,7363.75736,7363.75736,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2017,6451.882013,6451.882013,6451.882013,6451.882013,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2018,5171.87179,5171.87179,5171.87179,5171.87179,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2019,2604.218616,2604.218616,2604.218616,2604.218616,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2020,1920.709255,1920.709255,1920.709255,1920.709255,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2021,3138.862171,3138.862171,3138.862171,3138.862171,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2022,606.0449324,606.0449324,606.0449324,606.0449324,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2023,2129.491207,2129.491207,2129.491207,2129.491207,NA,NA,1985,TRUE,CK_Yukon
CK-76,NorthernYukonR.andTribs,Chinook,2024,2678.533942,2678.533942,2678.533942,2678.533942,NA,NA,1985,TRUE,CK_Yukon
CK-77,Salmon Fork,Chinook,2014,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-77,Salmon Fork,Chinook,2015,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-77,Salmon Fork,Chinook,2016,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-77,Salmon Fork,Chinook,2017,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-77,Salmon Fork,Chinook,2018,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-77,Salmon Fork,Chinook,2019,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-77,Salmon Fork,Chinook,2020,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-77,Salmon Fork,Chinook,2021,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-77,Salmon Fork,Chinook,2022,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-77,Salmon Fork,Chinook,2023,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-77,Salmon Fork,Chinook,2024,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-78,Porcupine,Chinook,2014,3066,3066,3066,3066,NA,NA,1985,TRUE,CK_Yukon
CK-78,Porcupine,Chinook,2015,4851,4851,4851,4851,NA,NA,1985,TRUE,CK_Yukon
CK-78,Porcupine,Chinook,2016,6665,6665,6665,6665,NA,NA,1985,TRUE,CK_Yukon
CK-78,Porcupine,Chinook,2017,1191,1191,1191,1191,NA,NA,1985,TRUE,CK_Yukon
CK-78,Porcupine,Chinook,2018,3414,3414,3414,3414,NA,NA,1985,TRUE,CK_Yukon
CK-78,Porcupine,Chinook,2019,4740,4740,4740,4740,NA,NA,1985,TRUE,CK_Yukon
CK-78,Porcupine,Chinook,2020,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-78,Porcupine,Chinook,2021,409,409,409,409,NA,NA,1985,TRUE,CK_Yukon
CK-78,Porcupine,Chinook,2022,349,349,349,349,NA,NA,1985,TRUE,CK_Yukon
CK-78,Porcupine,Chinook,2023,512,512,512,512,NA,NA,1985,TRUE,CK_Yukon
CK-78,Porcupine,Chinook,2024,468,468,468,468,NA,NA,1985,TRUE,CK_Yukon
CK-79,Old Crow,Chinook,2014,3066,3066,3066,3066,NA,NA,1985,TRUE,CK_Yukon
CK-79,Old Crow,Chinook,2015,4851,4851,4851,4851,NA,NA,1985,TRUE,CK_Yukon
CK-79,Old Crow,Chinook,2016,6665,6665,6665,6665,NA,NA,1985,TRUE,CK_Yukon
CK-79,Old Crow,Chinook,2017,1191,1191,1191,1191,NA,NA,1985,TRUE,CK_Yukon
CK-79,Old Crow,Chinook,2018,3414,3414,3414,3414,NA,NA,1985,TRUE,CK_Yukon
CK-79,Old Crow,Chinook,2019,4740,4740,4740,4740,NA,NA,1985,TRUE,CK_Yukon
CK-79,Old Crow,Chinook,2020,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-79,Old Crow,Chinook,2021,409,409,409,409,NA,NA,1985,TRUE,CK_Yukon
CK-79,Old Crow,Chinook,2022,349,349,349,349,NA,NA,1985,TRUE,CK_Yukon
CK-79,Old Crow,Chinook,2023,512,512,512,512,NA,NA,1985,TRUE,CK_Yukon
CK-79,Old Crow,Chinook,2024,468,468,468,468,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1969,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1970,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1971,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1972,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1973,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1974,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1975,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1976,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1977,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1978,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1979,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1980,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1981,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1982,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1983,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1984,NA,NA,NA,NA,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1985,8320.370472,8320.370472,8320.370472,8320.370472,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1986,9767.466512,9767.466512,9767.466512,9767.466512,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1987,4298.129509,4298.129509,4298.129509,4298.129509,NA,NA,1985,TRUE,CK_Yukon
CK-68.RR,YukonRiver-TeslinHeadwaters.RR,Chinook,1988,2991.001266,2991.001266,2991.001266,2991.001266,NA,NA,1985,TRUE,CK_Yukon
