"HCR","CU","year","H.50","H.25","H.75"
"IMEG.cap","Pelly",2027,512.5,204.5,3663.75
"IMEG.cap","Pelly",2028,289,127.75,1967.25
"IMEG.cap","Pelly",2029,290,130,2134
"IMEG.cap","Pelly",2030,455.5,162,3286.5
"IMEG.cap","Pelly",2031,1144,253.75,4939
"IMEG.cap","Pelly",2032,3653,1242.25,5357.25
"IMEG.cap","Pelly",2033,3789.5,1593,5385.75
"IMEG.cap","Pelly",2034,3360,1150.25,4960
"IMEG.cap","Pelly",2035,3458,1541,5057
"IMEG.cap","Pelly",2036,3786.5,1255.5,5544.5
"IMEG.cap","Pelly",2037,4437.5,2009.25,6123.5
"IMEG.cap","Pelly",2038,4886,2874.75,6500
"IMEG.cap","Pelly",2039,4907,2433.25,6527.25
"IMEG.cap","Pelly",2040,4820,2325,6538.75
"IMEG.cap","Pelly",2041,4921,2074.5,6544.75
"IMEG.cap","Pelly",2042,5217.5,3063.75,6786.25
"IMEG.cap","Pelly",2043,5391,3058.75,6766.5
"IMEG.cap","Pelly",2044,5325,2988.75,6998.25
"IMEG.cap","Pelly",2045,5381.5,2916.25,6965
"IMEG.cap","Pelly",2046,5405.5,2882.25,7196
"IMEG.cap","Pelly",2047,5512.5,3305.75,7161.5
"IMEG.cap","Pelly",2048,5442.5,3056.75,7148.5
"IMEG.cap","Pelly",2049,5497.5,3159.5,7123.25
"IMEG.cap","Pelly",2050,5429.5,3379,7017.5
"IMEG.cap","Pelly",2051,5446.5,3338,7075.25
"IMEG.cap","Stewart",2024,0,0,0
"IMEG.cap","Stewart",2025,123,70,250.25
"IMEG.cap","Stewart",2026,192.5,95,868
"IMEG.cap","Stewart",2027,279.5,105,2005.25
"IMEG.cap","Stewart",2028,169.5,72.75,1083.25
"IMEG.cap","Stewart",2029,232.5,102,1770.5
"IMEG.cap","Stewart",2030,401,134,2840.25
"IMEG.cap","Stewart",2031,706.5,163,3156.75
"IMEG.cap","Stewart",2032,1846,629.25,2792
"IMEG.cap","Stewart",2033,1766,771.75,2762.5
"IMEG.cap","Stewart",2034,1782.5,585.75,2702.75
"IMEG.cap","Stewart",2035,1696.5,661,2567.75
"IMEG.cap","Stewart",2036,1699.5,538,2578
"IMEG.cap","Stewart",2037,1787,724.75,2623.25
"IMEG.cap","Stewart",2038,1876.5,971.5,2764.25
"IMEG.cap","Stewart",2039,1902.5,893.75,2739
"IMEG.cap","Stewart",2040,1902.5,924.5,2812
"IMEG.cap","Stewart",2041,1895,814.25,2841.75
"IMEG.cap","Stewart",2042,1986.5,1010,2897.25
"IMEG.cap","Stewart",2043,1976,973,2799
"IMEG.cap","Stewart",2044,1922.5,922.75,2728
"IMEG.cap","Stewart",2045,1882.5,921,2760.25
"IMEG.cap","Stewart",2046,1916.5,959.5,2814.25
"IMEG.cap","Stewart",2047,1949.5,983.75,2880
"IMEG.cap","Stewart",2048,1880.5,930,2798.75
"IMEG.cap","Stewart",2049,1960.5,972.75,2795
"IMEG.cap","Stewart",2050,1892.5,1047.5,2779
"IMEG.cap","Stewart",2051,1904.5,1072.5,2763
"IMEG.cap","UpperYukonR.",2024,0,0,0
"IMEG.cap","UpperYukonR.",2025,147.5,80,325.25
"IMEG.cap","UpperYukonR.",2026,236.5,103.75,1077.25
"IMEG.cap","UpperYukonR.",2027,338,120.75,2086.25
"IMEG.cap","UpperYukonR.",2028,176.5,76.75,1178.25
"IMEG.cap","UpperYukonR.",2029,214.5,87,1490.5
"IMEG.cap","UpperYukonR.",2030,428,133,2881
"IMEG.cap","UpperYukonR.",2031,719.5,171,3349.5
"IMEG.cap","UpperYukonR.",2032,1776,631.25,3210.75
"IMEG.cap","UpperYukonR.",2033,1824.5,639.25,3125
"IMEG.cap","UpperYukonR.",2034,1654,509.25,3130
"IMEG.cap","UpperYukonR.",2035,1777,606,3035.25
"IMEG.cap","UpperYukonR.",2036,1711.5,532.75,3096.5
"IMEG.cap","UpperYukonR.",2037,1808.5,712.5,3223
"IMEG.cap","UpperYukonR.",2038,1917,840.75,3258
"IMEG.cap","UpperYukonR.",2039,1845.5,706.5,3489
"IMEG.cap","UpperYukonR.",2040,1941,720.75,3358.75
"IMEG.cap","UpperYukonR.",2041,1793,696,3278.5
"IMEG.cap","UpperYukonR.",2042,2010,831.25,3457
"IMEG.cap","UpperYukonR.",2043,1888.5,793,3248.25
"IMEG.cap","UpperYukonR.",2044,1880.5,802.5,3375.25
"IMEG.cap","UpperYukonR.",2045,1928.5,749.5,3348
