"HCR","CU","year","H.50","H.25","H.75"
"fixed.ER","Nordenskiold",2044,391.5,2.75,4958.25
"fixed.ER","Nordenskiold",2045,340.5,0,5686.5
"fixed.ER","Nordenskiold",2046,421,0,5213.75
"fixed.ER","Nordenskiold",2047,340.5,0,4576.75
"fixed.ER","Nordenskiold",2048,242.5,0,3342
"fixed.ER","Nordenskiold",2049,210,0,3415
"fixed.ER","Nordenskiold",2050,171,0,3281.75
"fixed.ER","Nordenskiold",2051,189.5,0,3476.75
"fixed.ER","Nordenskiold",2052,172.5,0,3568.25
"fixed.ER","Nordenskiold",2053,146.5,0,3334.5
"fixed.ER","Nordenskiold",2054,114.5,0,3172.25
"fixed.ER","Nordenskiold",2055,111,0,2761.25
"fixed.ER","Nordenskiold",2056,80.5,0,2528.75
"fixed.ER","Nordenskiold",2057,84.5,0,2504.5
"fixed.ER","Nordenskiold",2058,36.5,0,2204
"fixed.ER","Nordenskiold",2059,28.5,0,1914.25
"fixed.ER","Nordenskiold",2060,27.5,0,1738.75
"fixed.ER","Nordenskiold",2061,16,0,1967
"fixed.ER","Nordenskiold",2062,19,0,2507.5
"fixed.ER","Nordenskiold",2063,14,0,1682.75
"fixed.ER","Nordenskiold",2064,6.5,0,1416
"fixed.ER","Nordenskiold",2065,0.5,0,1459
"fixed.ER","Nordenskiold",2066,0,0,1336.5
"fixed.ER","Nordenskiold",2067,0,0,990.5
"fixed.ER","NorthernYukonR.andtribs.",2024,0,0,0
"fixed.ER","NorthernYukonR.andtribs.",2025,2170,1727.25,2839.25
"fixed.ER","NorthernYukonR.andtribs.",2026,2495.5,1685.75,3922.25
"fixed.ER","NorthernYukonR.andtribs.",2027,1773.5,1003.75,3382.5
"fixed.ER","NorthernYukonR.andtribs.",2028,1263.5,469,3342.5
"fixed.ER","NorthernYukonR.andtribs.",2029,1439,456.75,4535.25
"fixed.ER","NorthernYukonR.andtribs.",2030,1287,390,4971.25
"fixed.ER","NorthernYukonR.andtribs.",2031,1019.5,242.75,4554.75
"fixed.ER","NorthernYukonR.andtribs.",2032,897,193.75,5779.5
"fixed.ER","NorthernYukonR.andtribs.",2033,829.5,121.75,6655.5
"fixed.ER","NorthernYukonR.andtribs.",2034,723,67,8610.25
"fixed.ER","NorthernYukonR.andtribs.",2035,653,55,10264.5
"fixed.ER","NorthernYukonR.andtribs.",2036,737,38,10656
"fixed.ER","NorthernYukonR.andtribs.",2037,581.5,21,8133
"fixed.ER","NorthernYukonR.andtribs.",2038,451.5,11.75,7689.75
"fixed.ER","NorthernYukonR.andtribs.",2039,430,6,11044
"fixed.ER","NorthernYukonR.andtribs.",2040,398,1,9412
"fixed.ER","NorthernYukonR.andtribs.",2041,365,0,13115.75
"fixed.ER","NorthernYukonR.andtribs.",2042,348,0,12756.25
"fixed.ER","NorthernYukonR.andtribs.",2043,267,0,12117.25
"fixed.ER","NorthernYukonR.andtribs.",2044,190,0,11748.5
"fixed.ER","NorthernYukonR.andtribs.",2045,110.5,0,10252.25
"fixed.ER","NorthernYukonR.andtribs.",2046,99.5,0,11391.5
"fixed.ER","NorthernYukonR.andtribs.",2047,70.5,0,9389.25
"fixed.ER","NorthernYukonR.andtribs.",2048,53.5,0,9345.5
"fixed.ER","NorthernYukonR.andtribs.",2049,44.5,0,9168
"fixed.ER","NorthernYukonR.andtribs.",2050,19.5,0,7396.25
"fixed.ER","NorthernYukonR.andtribs.",2051,8.5,0,6312
"fixed.ER","NorthernYukonR.andtribs.",2052,11,0,5535.25
"fixed.ER","NorthernYukonR.andtribs.",2053,5,0,5916.25
"fixed.ER","NorthernYukonR.andtribs.",2054,4,0,4426
"fixed.ER","NorthernYukonR.andtribs.",2055,0,0,3965.25
"fixed.ER","NorthernYukonR.andtribs.",2056,0,0,4289.5
"fixed.ER","NorthernYukonR.andtribs.",2057,0,0,2565.5
"fixed.ER","NorthernYukonR.andtribs.",2058,0,0,2542
"fixed.ER","NorthernYukonR.andtribs.",2059,0,0,1407.5
"fixed.ER","NorthernYukonR.andtribs.",2060,0,0,1113
"fixed.ER","NorthernYukonR.andtribs.",2061,0,0,898.25
"fixed.ER","NorthernYukonR.andtribs.",2062,0,0,758.25
"fixed.ER","NorthernYukonR.andtribs.",2063,0,0,922
"fixed.ER","NorthernYukonR.andtribs.",2064,0,0,865.75
"fixed.ER","NorthernYukonR.andtribs.",2065,0,0,791.75
"fixed.ER","NorthernYukonR.andtribs.",2066,0,0,674.75
"fixed.ER","NorthernYukonR.andtribs.",2067,0,0,359.25
"fixed.ER","Pelly",2024,0,0,0
"fixed.ER","Pelly",2025,1469,1209,1878.5
"fixed.ER","Pelly",2026,1520.5,1128.75,2236.5
"fixed.ER","Pelly",2027,1172.5,679.75,2061.25
"fixed.ER","Pelly",2028,742.5,356.75,1706.25
"fixed.ER","Pelly",2029,716,251,2049.5
"fixed.ER","Pelly",2030,583,203,2020
"fixed.ER","Pelly",2031,396.5,119.75,1982.5
"fixed.ER","Pelly",2032,343.5,88.75,2135.5
"fixed.ER","Pelly",2033,320,52,1979
"fixed.ER","Pelly",2034,256.5,29.75,1796
"fixed.ER","Pelly",2035,190.5,21,1938
"fixed.ER","Pelly",2036,142,15,1992
"fixed.ER","Pelly",2037,120.5,7,2055
"fixed.ER","Pelly",2038,104,3,1863
"fixed.ER","Pelly",2039,106,0,2623.5
"fixed.ER","Pelly",2040,77.5,0,2523.25
"fixed.ER","Pelly",2041,58.5,0,2283
"fixed.ER","Pelly",2042,51.5,0,2784.5
"fixed.ER","Pelly",2043,35.5,0,3449.5
"fixed.ER","Pelly",2044,27,0,2207.5
"fixed.ER","Pelly",2045,15.5,0,2695.25
"fixed.ER","Pelly",2046,9,0,1891.5
"fixed.ER","Pelly",2047,5,0,2747
"fixed.ER","Pelly",2048,2.5,0,2449.75
"fixed.ER","Pelly",2049,0,0,2224.75
"fixed.ER","Pelly",2050,0,0,1744.25
"fixed.ER","Pelly",2051,0,0,1227.5
"fixed.ER","Pelly",2052,0,0,1129.25
"fixed.ER","Pelly",2053,0,0,1585
"fixed.ER","Pelly",2054,0,0,1546.75
"fixed.ER","Pelly",2055,0,0,970.5
"fixed.ER","Pelly",2056,0,0,892.75
"fixed.ER","Pelly",2057,0,0,728.25
"fixed.ER","Pelly",2058,0,0,910.5
"fixed.ER","Pelly",2059,0,0,887.25
"fixed.ER","Pelly",2060,0,0,990
"fixed.ER","Pelly",2061,0,0,555.25
"fixed.ER","Pelly",2062,0,0,641.75
"fixed.ER","Pelly",2063,0,0,399.75
"fixed.ER","Pelly",2064,0,0,353.5
"fixed.ER","Pelly",2065,0,0,409.75
"fixed.ER","Pelly",2066,0,0,506
"fixed.ER","Pelly",2067,0,0,265
"fixed.ER","Stewart",2024,0,0,0
"fixed.ER","Stewart",2025,1635.5,1258.25,2140.5
"fixed.ER","Stewart",2026,1666,1153,2660.5
"fixed.ER","Stewart",2027,1412.5,782,2540
"fixed.ER","Stewart",2028,969.5,445.75,2165.25
"fixed.ER","Stewart",2029,1320,502.5,3331
"fixed.ER","Stewart",2030,1590,520.25,4507.5
"fixed.ER","Stewart",2031,1320,302.5,4191.25
"fixed.ER","Stewart",2032,1097.5,252.75,5400.25
"fixed.ER","Stewart",2033,1202,159.75,5464.25
"fixed.ER","Stewart",2034,1062.5,113,6299
"fixed.ER","Stewart",2035,938.5,114.75,7591.5
"fixed.ER","Stewart",2036,833.5,93,6047.75
"fixed.ER","Stewart",2037,757.5,54.5,5741
"fixed.ER","Stewart",2038,630.5,42.5,5672.75
"fixed.ER","Stewart",2039,689.5,28.75,6017.75
"fixed.ER","Stewart",2040,651.5,19,6055
"fixed.ER","Stewart",2041,500.5,12.75,5212.25
"fixed.ER","Stewart",2042,410,5.75,5572
"fixed.ER","Stewart",2043,344,3,5334.25
"fixed.ER","Stewart",2044,308.5,0,6013.5
"fixed.ER","Stewart",2045,331,0,4968.5
"fixed.ER","Stewart",2046,276.5,0,4631.5
"fixed.ER","Stewart",2047,238.5,0,4288
"fixed.ER","Stewart",2048,178.5,0,3675.5
"fixed.ER","Stewart",2049,133.5,0,3246.5
"fixed.ER","Stewart",2050,108,0,2770.25
"fixed.ER","Stewart",2051,99.5,0,2730.75
"fixed.ER","Stewart",2052,92.5,0,3123
"fixed.ER","Stewart",2053,64.5,0,2459.75
"fixed.ER","Stewart",2054,36.5,0,2336.75
"fixed.ER","Stewart",2055,32,0,2089.75
"fixed.ER","Stewart",2056,22.5,0,2114.25
"fixed.ER","Stewart",2057,12,0,2088
"fixed.ER","Stewart",2058,9,0,2205.5
"fixed.ER","Stewart",2059,7.5,0,2071.75
"fixed.ER","Stewart",2060,4,0,1949.5
"fixed.ER","Stewart",2061,0,0,1541.5
"fixed.ER","Stewart",2062,0,0,1180.5
"fixed.ER","Stewart",2063,0,0,1050
"fixed.ER","Stewart",2064,0,0,651.75
"fixed.ER","Stewart",2065,0,0,793.75
"fixed.ER","Stewart",2066,0,0,583
"fixed.ER","Stewart",2067,0,0,536.75
"fixed.ER","UpperYukonR.",2024,0,0,0
"fixed.ER","UpperYukonR.",2025,1736,1330.5,2396.75
"fixed.ER","UpperYukonR.",2026,1871,1138.5,3207.25
"fixed.ER","UpperYukonR.",2027,1666.5,753.75,3631.75
"fixed.ER","UpperYukonR.",2028,1070.5,386.5,2697.75
"fixed.ER","UpperYukonR.",2029,1074,290.25,3359.75
"fixed.ER","UpperYukonR.",2030,1292.5,322.25,4860.25
"fixed.ER","UpperYukonR.",2031,1045,206.75,5950.5
"fixed.ER","UpperYukonR.",2032,1033,137.75,7298
"fixed.ER","UpperYukonR.",2033,853,89.25,7575.5
"fixed.ER","UpperYukonR.",2034,683.5,53.75,8707.25
"fixed.ER","UpperYukonR.",2035,607,42.75,9719.25
"fixed.ER","UpperYukonR.",2036,535,26,9001
"fixed.ER","UpperYukonR.",2037,487.5,13,7444
"fixed.ER","UpperYukonR.",2038,371.5,5.75,6835.25
"fixed.ER","UpperYukonR.",2039,256,2,6385.5
"fixed.ER","UpperYukonR.",2040,262,0,5991.5
"fixed.ER","UpperYukonR.",2041,259,0,7913.75
"fixed.ER","UpperYukonR.",2042,235.5,0,9123
"fixed.ER","UpperYukonR.",2043,172,0,8125.5
"fixed.ER","UpperYukonR.",2044,129.5,0,7907.5
"fixed.ER","UpperYukonR.",2045,93,0,7002.25
"fixed.ER","UpperYukonR.",2046,71.5,0,5471.75
"fixed.ER","UpperYukonR.",2047,51.5,0,4710.75
"fixed.ER","UpperYukonR.",2048,40,0,4813.5
"fixed.ER","UpperYukonR.",2049,28.5,0,5456.25
"fixed.ER","UpperYukonR.",2050,20,0,3088
"fixed.ER","UpperYukonR.",2051,7.5,0,3316.75
"fixed.ER","UpperYukonR.",2052,4,0,3778.25
"fixed.ER","UpperYukonR.",2053,1.5,0,3028.5
"fixed.ER","UpperYukonR.",2054,0,0,2767.5
"fixed.ER","UpperYukonR.",2055,0,0,2409.5
"fixed.ER","UpperYukonR.",2056,0,0,2485.5
"fixed.ER","UpperYukonR.",2057,0,0,2163.5
"fixed.ER","UpperYukonR.",2058,0,0,1109
"fixed.ER","UpperYukonR.",2059,0,0,1333.5
"fixed.ER","UpperYukonR.",2060,0,0,712
"fixed.ER","UpperYukonR.",2061,0,0,524.75
"fixed.ER","UpperYukonR.",2062,0,0,519.75
"fixed.ER","UpperYukonR.",2063,0,0,378.5
"fixed.ER","UpperYukonR.",2064,0,0,433.25
"fixed.ER","UpperYukonR.",2065,0,0,326.75
"fixed.ER","UpperYukonR.",2066,0,0,365.25
"fixed.ER","UpperYukonR.",2067,0,0,263
"fixed.ER","Whiteandtribs.",2024,0,0,0
"fixed.ER","Whiteandtribs.",2025,1055,769.75,1385
"fixed.ER","Whiteandtribs.",2026,1231,765.75,1883.75
"fixed.ER","Whiteandtribs.",2027,1329,691.5,2444.25
"fixed.ER","Whiteandtribs.",2028,997,426.75,2116.75
"fixed.ER","Whiteandtribs.",2029,737,278.5,1914.5
"fixed.ER","Whiteandtribs.",2030,546.5,180,1853
"fixed.ER","Whiteandtribs.",2031,450.5,119.5,1751.5
"fixed.ER","Whiteandtribs.",2032,479.5,97.5,2085.25
"fixed.ER","Whiteandtribs.",2033,457.5,88,2355
"fixed.ER","Whiteandtribs.",2034,395.5,55,2440.75
"fixed.ER","Whiteandtribs.",2035,312.5,30,2542.5
"fixed.ER","Whiteandtribs.",2036,265,19.75,2371.25
"fixed.ER","Whiteandtribs.",2037,228.5,11.75,2628.25
"fixed.ER","Whiteandtribs.",2038,179,7,2876.75
"fixed.ER","Whiteandtribs.",2039,159,2,2699.25
"fixed.ER","Whiteandtribs.",2040,126,0,2219.5
"fixed.ER","Whiteandtribs.",2041,100.5,0,2287.5
"fixed.ER","Whiteandtribs.",2042,119,0,2777.75
"fixed.ER","Whiteandtribs.",2043,105,0,3601.75
"fixed.ER","Whiteandtribs.",2044,84,0,4295.75
"fixed.ER","Whiteandtribs.",2045,56,0,3872.5
"fixed.ER","Whiteandtribs.",2046,46.5,0,2473.75
"fixed.ER","Whiteandtribs.",2047,27,0,2576.25
"fixed.ER","Whiteandtribs.",2048,21.5,0,2607.25
"fixed.ER","Whiteandtribs.",2049,19,0,3019.25
"fixed.ER","Whiteandtribs.",2050,6.5,0,2163.5
"fixed.ER","Whiteandtribs.",2051,2,0,2567.5
"fixed.ER","Whiteandtribs.",2052,0,0,2283.5
"fixed.ER","Whiteandtribs.",2053,0,0,2148
"fixed.ER","Whiteandtribs.",2054,0,0,1552.75
"fixed.ER","Whiteandtribs.",2055,0,0,1417.5
"fixed.ER","Whiteandtribs.",2056,0,0,1508.25
"fixed.ER","Whiteandtribs.",2057,0,0,1462
"fixed.ER","Whiteandtribs.",2058,0,0,1374.5
"fixed.ER","Whiteandtribs.",2059,0,0,965.75
"fixed.ER","Whiteandtribs.",2060,0,0,872.5
"fixed.ER","Whiteandtribs.",2061,0,0,924
"fixed.ER","Whiteandtribs.",2062,0,0,720.75
"fixed.ER","Whiteandtribs.",2063,0,0,699.25
"fixed.ER","Whiteandtribs.",2064,0,0,831.5
"fixed.ER","Whiteandtribs.",2065,0,0,546.25
"fixed.ER","Whiteandtribs.",2066,0,0,507.25
"fixed.ER","Whiteandtribs.",2067,0,0,301.25
"fixed.ER","YukonR.Teslinheadwaters",2024,0,0,0
"fixed.ER","YukonR.Teslinheadwaters",2025,3136,2479,3950.25
"fixed.ER","YukonR.Teslinheadwaters",2026,3023,1996.5,4452
"fixed.ER","YukonR.Teslinheadwaters",2027,2327.5,1353,4371.5
"fixed.ER","YukonR.Teslinheadwaters",2028,2262.5,1030.25,4891.5
"fixed.ER","YukonR.Teslinheadwaters",2029,3135,1191,7753.25
"fixed.ER","YukonR.Teslinheadwaters",2030,3414.5,1006.75,8672.25
"fixed.ER","YukonR.Teslinheadwaters",2031,2531,655.75,8657.75
"fixed.ER","YukonR.Teslinheadwaters",2032,2086.5,512.25,9718.25
"fixed.ER","YukonR.Teslinheadwaters",2033,1924.5,418.5,9365
"fixed.ER","YukonR.Teslinheadwaters",2034,1883.5,380.75,10500
"fixed.ER","YukonR.Teslinheadwaters",2035,1789,340,9468.75
"fixed.ER","YukonR.Teslinheadwaters",2036,1640,239.75,8744
"fixed.ER","YukonR.Teslinheadwaters",2037,1470,170.25,9078.25
"fixed.ER","YukonR.Teslinheadwaters",2038,1350.5,133,8787
"fixed.ER","YukonR.Teslinheadwaters",2039,1436.5,102,7106.5
"fixed.ER","YukonR.Teslinheadwaters",2040,1310,78.5,7369.25
"fixed.ER","YukonR.Teslinheadwaters",2041,1357,69.5,8986
"fixed.ER","YukonR.Teslinheadwaters",2042,1128.5,51.5,8675.75
"fixed.ER","YukonR.Teslinheadwaters",2043,1056,42.75,9917.25
"fixed.ER","YukonR.Teslinheadwaters",2044,1243.5,34,12710.75
"fixed.ER","YukonR.Teslinheadwaters",2045,976,21.5,11369.5
"fixed.ER","YukonR.Teslinheadwaters",2046,865,8.5,8983.25
"fixed.ER","YukonR.Teslinheadwaters",2047,753.5,5,8851.5
"fixed.ER","YukonR.Teslinheadwaters",2048,607,0,6582
"fixed.ER","YukonR.Teslinheadwaters",2049,478.5,0,6367.25
"fixed.ER","YukonR.Teslinheadwaters",2050,445,0,7101.75
"fixed.ER","YukonR.Teslinheadwaters",2051,373.5,0,7214
"fixed.ER","YukonR.Teslinheadwaters",2052,346.5,0,6617
"fixed.ER","YukonR.Teslinheadwaters",2053,285,0,6641
"fixed.ER","YukonR.Teslinheadwaters",2054,328,0,5994.75
"fixed.ER","YukonR.Teslinheadwaters",2055,313,0,6322
"fixed.ER","YukonR.Teslinheadwaters",2056,291,0,6028.25
"fixed.ER","YukonR.Teslinheadwaters",2057,253.5,0,5808.25
"fixed.ER","YukonR.Teslinheadwaters",2058,247.5,0,5978.25
"fixed.ER","YukonR.Teslinheadwaters",2059,173,0,5603.75
"fixed.ER","YukonR.Teslinheadwaters",2060,118,0,5237.75
"fixed.ER","YukonR.Teslinheadwaters",2061,105,0,4273.75
"fixed.ER","YukonR.Teslinheadwaters",2062,80,0,2930.25
"fixed.ER","YukonR.Teslinheadwaters",2063,62.5,0,3344.75
"fixed.ER","YukonR.Teslinheadwaters",2064,54,0,3273.25
"fixed.ER","YukonR.Teslinheadwaters",2065,42.5,0,3937
"fixed.ER","YukonR.Teslinheadwaters",2066,36.5,0,3598.5
"fixed.ER","YukonR.Teslinheadwaters",2067,41.5,0,3772.5
"no.fishing","Big.Salmon",2024,0,0,0
"no.fishing","Big.Salmon",2025,0,0,0
"no.fishing","Big.Salmon",2026,0,0,0
"no.fishing","Big.Salmon",2027,0,0,0
"no.fishing","Big.Salmon",2028,0,0,0
"no.fishing","Big.Salmon",2029,0,0,0
"no.fishing","Big.Salmon",2030,0,0,0
"no.fishing","Big.Salmon",2031,0,0,0
"no.fishing","Big.Salmon",2032,0,0,0
"no.fishing","Big.Salmon",2033,0,0,0
"no.fishing","Big.Salmon",2034,0,0,0
"no.fishing","Big.Salmon",2035,0,0,0
"no.fishing","Big.Salmon",2036,0,0,0
"no.fishing","Big.Salmon",2037,0,0,0
"no.fishing","Big.Salmon",2038,0,0,0
"no.fishing","Big.Salmon",2039,0,0,0
"no.fishing","Big.Salmon",2040,0,0,0
"no.fishing","Big.Salmon",2041,0,0,0
"no.fishing","Big.Salmon",2042,0,0,0
"no.fishing","Big.Salmon",2043,0,0,0
"no.fishing","Big.Salmon",2044,0,0,0
"no.fishing","Big.Salmon",2045,0,0,0
"no.fishing","Big.Salmon",2046,0,0,0
"no.fishing","Big.Salmon",2047,0,0,0
"no.fishing","Big.Salmon",2048,0,0,0
"no.fishing","Big.Salmon",2049,0,0,0
"no.fishing","Big.Salmon",2050,0,0,0
"no.fishing","Big.Salmon",2051,0,0,0
"no.fishing","Big.Salmon",2052,0,0,0
"no.fishing","Big.Salmon",2053,0,0,0
"no.fishing","Big.Salmon",2054,0,0,0
"no.fishing","Big.Salmon",2055,0,0,0
"no.fishing","Big.Salmon",2056,0,0,0
"no.fishing","Big.Salmon",2057,0,0,0
"no.fishing","Big.Salmon",2058,0,0,0
"no.fishing","Big.Salmon",2059,0,0,0
"no.fishing","Big.Salmon",2060,0,0,0
"no.fishing","Big.Salmon",2061,0,0,0
"no.fishing","Big.Salmon",2062,0,0,0
"no.fishing","Big.Salmon",2063,0,0,0
"no.fishing","Big.Salmon",2064,0,0,0
"no.fishing","Big.Salmon",2065,0,0,0
"no.fishing","Big.Salmon",2066,0,0,0
"no.fishing","Big.Salmon",2067,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2024,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2025,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2026,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2027,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2028,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2029,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2030,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2031,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2032,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2033,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2034,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2035,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2036,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2037,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2038,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2039,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2040,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2041,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2042,0,0,0
"no.fishing","MiddleYukonR.andtribs.",2043,0,0,0
