"HCR","CU","year","S.50","S.25","S.75"
"fixed.ER","MiddleYukonR.andtribs.",2030,1957.5,1222,3179.25
"fixed.ER","MiddleYukonR.andtribs.",2031,1507.5,773.5,2632.5
"fixed.ER","MiddleYukonR.andtribs.",2032,1290.5,629.75,2619
"fixed.ER","MiddleYukonR.andtribs.",2033,1083.5,493.5,2492.5
"fixed.ER","MiddleYukonR.andtribs.",2034,980.5,422.75,2177.5
"fixed.ER","MiddleYukonR.andtribs.",2035,923,378.25,2335.25
"fixed.ER","MiddleYukonR.andtribs.",2036,892,343.75,2304.5
"fixed.ER","MiddleYukonR.andtribs.",2037,766.5,261.75,2213.25
"fixed.ER","MiddleYukonR.andtribs.",2038,646,227,2083.75
"fixed.ER","MiddleYukonR.andtribs.",2039,597.5,161.5,2058.5
"fixed.ER","MiddleYukonR.andtribs.",2040,595.5,142.75,1970.5
"fixed.ER","MiddleYukonR.andtribs.",2041,558.5,119.75,2163.75
"fixed.ER","MiddleYukonR.andtribs.",2042,496,100,2068.5
"fixed.ER","MiddleYukonR.andtribs.",2043,420.5,80.5,1977.5
"fixed.ER","MiddleYukonR.andtribs.",2044,393,63.75,2060
"fixed.ER","MiddleYukonR.andtribs.",2045,357.5,54.75,2210.25
"fixed.ER","MiddleYukonR.andtribs.",2046,320,0,2154.75
"fixed.ER","MiddleYukonR.andtribs.",2047,282,0,2123
"fixed.ER","MiddleYukonR.andtribs.",2048,263.5,0,1915.5
"fixed.ER","MiddleYukonR.andtribs.",2049,233.5,0,1846
"fixed.ER","MiddleYukonR.andtribs.",2050,184.5,0,1923.75
"fixed.ER","MiddleYukonR.andtribs.",2051,178.5,0,1817.75
"fixed.ER","MiddleYukonR.andtribs.",2052,162,0,1962.5
"fixed.ER","MiddleYukonR.andtribs.",2053,134.5,0,1996.5
"fixed.ER","MiddleYukonR.andtribs.",2054,128.5,0,1805.5
"fixed.ER","MiddleYukonR.andtribs.",2055,110.5,0,2046.25
"fixed.ER","MiddleYukonR.andtribs.",2056,105.5,0,2139.25
"fixed.ER","MiddleYukonR.andtribs.",2057,93,0,2115.25
"fixed.ER","MiddleYukonR.andtribs.",2058,84,0,2063.5
"fixed.ER","MiddleYukonR.andtribs.",2059,67,0,1902
"fixed.ER","MiddleYukonR.andtribs.",2060,66,0,1926.25
"fixed.ER","MiddleYukonR.andtribs.",2061,54,0,2084.25
"fixed.ER","MiddleYukonR.andtribs.",2062,0,0,2084.5
"fixed.ER","MiddleYukonR.andtribs.",2063,0,0,2223.75
"fixed.ER","MiddleYukonR.andtribs.",2064,0,0,2451.25
"fixed.ER","MiddleYukonR.andtribs.",2065,0,0,2028.25
"fixed.ER","MiddleYukonR.andtribs.",2066,0,0,2354.75
"fixed.ER","MiddleYukonR.andtribs.",2067,0,0,2654.25
"fixed.ER","Nordenskiold",2024,1395.5,1298.25,1495.25
"fixed.ER","Nordenskiold",2025,688,538,908
"fixed.ER","Nordenskiold",2026,693,487.25,986.25
"fixed.ER","Nordenskiold",2027,591.5,378.5,886
"fixed.ER","Nordenskiold",2028,537,356.75,933.5
"fixed.ER","Nordenskiold",2029,685.5,380.75,1081.5
"fixed.ER","Nordenskiold",2030,606.5,327,1046.5
"fixed.ER","Nordenskiold",2031,443.5,222.5,981.5
"fixed.ER","Nordenskiold",2032,384.5,184.75,933.25
"fixed.ER","Nordenskiold",2033,369.5,162.75,973.75
"fixed.ER","Nordenskiold",2034,368,140.75,964.5
"fixed.ER","Nordenskiold",2035,359,127.5,1094.25
"fixed.ER","Nordenskiold",2036,325.5,107,1056.5
"fixed.ER","Nordenskiold",2037,288.5,71.75,953.25
"fixed.ER","Nordenskiold",2038,230,55,1095.5
"fixed.ER","Nordenskiold",2039,215,0,1096
"fixed.ER","Nordenskiold",2040,214,0,1078.25
"fixed.ER","Nordenskiold",2041,194,0,1098.5
"fixed.ER","Nordenskiold",2042,168.5,0,1037.25
"fixed.ER","Nordenskiold",2043,169.5,0,1054.25
"fixed.ER","Nordenskiold",2044,149,0,965.25
"fixed.ER","Nordenskiold",2045,136.5,0,1066.25
"fixed.ER","Nordenskiold",2046,146.5,0,1094.25
"fixed.ER","Nordenskiold",2047,134,0,1130
"fixed.ER","Nordenskiold",2048,103,0,985.5
"fixed.ER","Nordenskiold",2049,91.5,0,1036
"fixed.ER","Nordenskiold",2050,79,0,1130.5
"fixed.ER","Nordenskiold",2051,87,0,1220
"fixed.ER","Nordenskiold",2052,72.5,0,1217.5
"fixed.ER","Nordenskiold",2053,56,0,1237.5
"fixed.ER","Nordenskiold",2054,0,0,1254.25
"fixed.ER","Nordenskiold",2055,0,0,1115
"fixed.ER","Nordenskiold",2056,0,0,1058.75
"fixed.ER","Nordenskiold",2057,0,0,1084.5
"fixed.ER","Nordenskiold",2058,0,0,1055.5
"fixed.ER","Nordenskiold",2059,0,0,1182.25
"fixed.ER","Nordenskiold",2060,0,0,1123
"fixed.ER","Nordenskiold",2061,0,0,1255.5
"fixed.ER","Nordenskiold",2062,0,0,1264.5
"fixed.ER","Nordenskiold",2063,0,0,1278
"fixed.ER","Nordenskiold",2064,0,0,1155
"fixed.ER","Nordenskiold",2065,0,0,1086.75
"fixed.ER","Nordenskiold",2066,0,0,1207
"fixed.ER","Nordenskiold",2067,0,0,1152.75
"fixed.ER","NorthernYukonR.andtribs.",2024,2493,2228.75,2788.75
"fixed.ER","NorthernYukonR.andtribs.",2025,1202.5,946.75,1542.75
"fixed.ER","NorthernYukonR.andtribs.",2026,1199,863.5,1700
"fixed.ER","NorthernYukonR.andtribs.",2027,873.5,617.75,1279
"fixed.ER","NorthernYukonR.andtribs.",2028,658.5,427.75,963.75
"fixed.ER","NorthernYukonR.andtribs.",2029,789.5,476.5,1275
"fixed.ER","NorthernYukonR.andtribs.",2030,771.5,432,1230.75
"fixed.ER","NorthernYukonR.andtribs.",2031,556.5,276.75,1042.5
"fixed.ER","NorthernYukonR.andtribs.",2032,449,199,1023.5
"fixed.ER","NorthernYukonR.andtribs.",2033,396,148.75,848.5
"fixed.ER","NorthernYukonR.andtribs.",2034,358,121.25,861.25
"fixed.ER","NorthernYukonR.andtribs.",2035,352,112,956.5
"fixed.ER","NorthernYukonR.andtribs.",2036,305,88,923
"fixed.ER","NorthernYukonR.andtribs.",2037,254,57,913.25
"fixed.ER","NorthernYukonR.andtribs.",2038,210.5,0,789.75
"fixed.ER","NorthernYukonR.andtribs.",2039,178.5,0,731.75
"fixed.ER","NorthernYukonR.andtribs.",2040,157.5,0,772.75
"fixed.ER","NorthernYukonR.andtribs.",2041,161.5,0,816.25
"fixed.ER","NorthernYukonR.andtribs.",2042,136.5,0,775.5
"fixed.ER","NorthernYukonR.andtribs.",2043,114,0,705.5
"fixed.ER","NorthernYukonR.andtribs.",2044,92.5,0,659
"fixed.ER","NorthernYukonR.andtribs.",2045,83.5,0,636
"fixed.ER","NorthernYukonR.andtribs.",2046,71.5,0,626
"fixed.ER","NorthernYukonR.andtribs.",2047,56.5,0,626.75
"fixed.ER","NorthernYukonR.andtribs.",2048,54.5,0,592.75
"fixed.ER","NorthernYukonR.andtribs.",2049,0,0,599.75
"fixed.ER","NorthernYukonR.andtribs.",2050,0,0,549.25
"fixed.ER","NorthernYukonR.andtribs.",2051,0,0,552.75
"fixed.ER","NorthernYukonR.andtribs.",2052,0,0,520.75
"fixed.ER","NorthernYukonR.andtribs.",2053,0,0,528.75
"fixed.ER","NorthernYukonR.andtribs.",2054,0,0,472.5
"fixed.ER","NorthernYukonR.andtribs.",2055,0,0,480
"fixed.ER","NorthernYukonR.andtribs.",2056,0,0,557
"fixed.ER","NorthernYukonR.andtribs.",2057,0,0,512.75
"fixed.ER","NorthernYukonR.andtribs.",2058,0,0,497.5
"fixed.ER","NorthernYukonR.andtribs.",2059,0,0,526.25
"fixed.ER","NorthernYukonR.andtribs.",2060,0,0,595.5
"fixed.ER","NorthernYukonR.andtribs.",2061,0,0,456.25
"fixed.ER","NorthernYukonR.andtribs.",2062,0,0,498
"fixed.ER","NorthernYukonR.andtribs.",2063,0,0,463.5
"fixed.ER","NorthernYukonR.andtribs.",2064,0,0,535.75
"fixed.ER","NorthernYukonR.andtribs.",2065,0,0,506
"fixed.ER","NorthernYukonR.andtribs.",2066,0,0,533.25
"fixed.ER","NorthernYukonR.andtribs.",2067,0,0,530.75
"fixed.ER","Pelly",2024,1781,1626,1948
"fixed.ER","Pelly",2025,866.5,715,1085.75
"fixed.ER","Pelly",2026,846,639.5,1161.5
"fixed.ER","Pelly",2027,645,478.5,905
"fixed.ER","Pelly",2028,430.5,309.5,611.25
"fixed.ER","Pelly",2029,422.5,301,652.25
"fixed.ER","Pelly",2030,345.5,238.5,544.25
"fixed.ER","Pelly",2031,252.5,148,430.5
"fixed.ER","Pelly",2032,205.5,112.75,382.25
"fixed.ER","Pelly",2033,155,82.75,322.25
"fixed.ER","Pelly",2034,121,61,263.25
"fixed.ER","Pelly",2035,107.5,0,243.25
"fixed.ER","Pelly",2036,89,0,207.75
"fixed.ER","Pelly",2037,65,0,178
"fixed.ER","Pelly",2038,50,0,161.5
"fixed.ER","Pelly",2039,0,0,132
"fixed.ER","Pelly",2040,0,0,122.75
"fixed.ER","Pelly",2041,0,0,109.25
"fixed.ER","Pelly",2042,0,0,99
"fixed.ER","Pelly",2043,0,0,77
"fixed.ER","Pelly",2044,0,0,66
"fixed.ER","Pelly",2045,0,0,54.75
"fixed.ER","Pelly",2046,0,0,53.25
"fixed.ER","Pelly",2047,0,0,0
"fixed.ER","Pelly",2048,0,0,0
"fixed.ER","Pelly",2049,0,0,0
"fixed.ER","Pelly",2050,0,0,0
"fixed.ER","Pelly",2051,0,0,0
"fixed.ER","Pelly",2052,0,0,0
"fixed.ER","Pelly",2053,0,0,0
"fixed.ER","Pelly",2054,0,0,0
"fixed.ER","Pelly",2055,0,0,0
"fixed.ER","Pelly",2056,0,0,0
"fixed.ER","Pelly",2057,0,0,0
"fixed.ER","Pelly",2058,0,0,0
"fixed.ER","Pelly",2059,0,0,0
"fixed.ER","Pelly",2060,0,0,0
"fixed.ER","Pelly",2061,0,0,0
"fixed.ER","Pelly",2062,0,0,0
"fixed.ER","Pelly",2063,0,0,0
"fixed.ER","Pelly",2064,0,0,0
"fixed.ER","Pelly",2065,0,0,0
"fixed.ER","Pelly",2066,0,0,0
"fixed.ER","Pelly",2067,0,0,0
"fixed.ER","Stewart",2024,2119,1786.5,2402
"fixed.ER","Stewart",2025,892,692.25,1155
"fixed.ER","Stewart",2026,816,572.5,1231.25
"fixed.ER","Stewart",2027,589.5,411.75,914.5
"fixed.ER","Stewart",2028,429,262,725
"fixed.ER","Stewart",2029,623,359.5,1095
"fixed.ER","Stewart",2030,710.5,372.5,1260.5
"fixed.ER","Stewart",2031,539.5,261.75,1192.25
"fixed.ER","Stewart",2032,473,203,1052
"fixed.ER","Stewart",2033,364.5,142,925.25
"fixed.ER","Stewart",2034,338,130,999.5
"fixed.ER","Stewart",2035,388,127,1151.5
"fixed.ER","Stewart",2036,363,109.5,1190.25
"fixed.ER","Stewart",2037,293,85.75,1105.25
"fixed.ER","Stewart",2038,241.5,62.75,1009.75
"fixed.ER","Stewart",2039,226.5,54.75,1000
"fixed.ER","Stewart",2040,237,0,1012.25
"fixed.ER","Stewart",2041,273.5,0,1081.25
"fixed.ER","Stewart",2042,241,0,999.75
"fixed.ER","Stewart",2043,204.5,0,1042.25
"fixed.ER","Stewart",2044,176.5,0,1089.25
"fixed.ER","Stewart",2045,166,0,1113.75
"fixed.ER","Stewart",2046,175,0,1024.25
"fixed.ER","Stewart",2047,162,0,1129
"fixed.ER","Stewart",2048,135,0,1149
"fixed.ER","Stewart",2049,120,0,1116.5
"fixed.ER","Stewart",2050,107.5,0,1171.75
"fixed.ER","Stewart",2051,97,0,1344.75
"fixed.ER","Stewart",2052,104.5,0,1292.25
"fixed.ER","Stewart",2053,92.5,0,1322.75
"fixed.ER","Stewart",2054,68,0,1236.5
"fixed.ER","Stewart",2055,69,0,1214.25
"fixed.ER","Stewart",2056,63.5,0,1216.25
"fixed.ER","Stewart",2057,57.5,0,1432
"fixed.ER","Stewart",2058,50.5,0,1485.25
"fixed.ER","Stewart",2059,0,0,1448.5
"fixed.ER","Stewart",2060,0,0,1384.5
"fixed.ER","Stewart",2061,0,0,1389.25
"fixed.ER","Stewart",2062,0,0,1421.5
"fixed.ER","Stewart",2063,0,0,1549
"fixed.ER","Stewart",2064,0,0,1392
"fixed.ER","Stewart",2065,0,0,1397.25
"fixed.ER","Stewart",2066,0,0,1367.5
"fixed.ER","Stewart",2067,0,0,1208.5
"fixed.ER","UpperYukonR.",2024,2416.5,2264.75,2608
"fixed.ER","UpperYukonR.",2025,951,784.75,1244.5
"fixed.ER","UpperYukonR.",2026,936,670.5,1304.75
"fixed.ER","UpperYukonR.",2027,783,545,1133.5
"fixed.ER","UpperYukonR.",2028,478.5,323,712.25
"fixed.ER","UpperYukonR.",2029,552,357.5,863.25
"fixed.ER","UpperYukonR.",2030,692,412.75,1073.25
"fixed.ER","UpperYukonR.",2031,513,253.75,923.5
"fixed.ER","UpperYukonR.",2032,418,193.25,864.5
"fixed.ER","UpperYukonR.",2033,330.5,155.5,703.5
"fixed.ER","UpperYukonR.",2034,292.5,114.75,638.5
"fixed.ER","UpperYukonR.",2035,291.5,114,731.5
"fixed.ER","UpperYukonR.",2036,297,110,799
"fixed.ER","UpperYukonR.",2037,231,74.75,728
"fixed.ER","UpperYukonR.",2038,198,56,644.25
"fixed.ER","UpperYukonR.",2039,178.5,0,622.25
"fixed.ER","UpperYukonR.",2040,157,0,572.75
"fixed.ER","UpperYukonR.",2041,155,0,652.75
"fixed.ER","UpperYukonR.",2042,134,0,634
"fixed.ER","UpperYukonR.",2043,109,0,575
"fixed.ER","UpperYukonR.",2044,94.5,0,580.5
"fixed.ER","UpperYukonR.",2045,84,0,540.25
"fixed.ER","UpperYukonR.",2046,80.5,0,556
"fixed.ER","UpperYukonR.",2047,74.5,0,536.25
"fixed.ER","UpperYukonR.",2048,63,0,589.25
"fixed.ER","UpperYukonR.",2049,27.5,0,505.25
"fixed.ER","UpperYukonR.",2050,0,0,499.5
"fixed.ER","UpperYukonR.",2051,0,0,563.75
"fixed.ER","UpperYukonR.",2052,0,0,560.75
"fixed.ER","UpperYukonR.",2053,0,0,626.25
"fixed.ER","UpperYukonR.",2054,0,0,615.5
"fixed.ER","UpperYukonR.",2055,0,0,597.75
"fixed.ER","UpperYukonR.",2056,0,0,649
"fixed.ER","UpperYukonR.",2057,0,0,642.25
"fixed.ER","UpperYukonR.",2058,0,0,660
"fixed.ER","UpperYukonR.",2059,0,0,741.5
"fixed.ER","UpperYukonR.",2060,0,0,678.5
"fixed.ER","UpperYukonR.",2061,0,0,690
"fixed.ER","UpperYukonR.",2062,0,0,690.5
"fixed.ER","UpperYukonR.",2063,0,0,753.25
"fixed.ER","UpperYukonR.",2064,0,0,751
"fixed.ER","UpperYukonR.",2065,0,0,739.25
"fixed.ER","UpperYukonR.",2066,0,0,757.25
"fixed.ER","UpperYukonR.",2067,0,0,827.75
"fixed.ER","Whiteandtribs.",2024,1231,964.5,1562
"fixed.ER","Whiteandtribs.",2025,637,500.75,852
"fixed.ER","Whiteandtribs.",2026,735.5,539.5,1021.5
"fixed.ER","Whiteandtribs.",2027,811.5,574.5,1124.5
"fixed.ER","Whiteandtribs.",2028,656.5,464,962
"fixed.ER","Whiteandtribs.",2029,545,344.5,804.25
"fixed.ER","Whiteandtribs.",2030,444,254.75,710
"fixed.ER","Whiteandtribs.",2031,336,181.75,635
"fixed.ER","Whiteandtribs.",2032,355,173,697.5
"fixed.ER","Whiteandtribs.",2033,337.5,164,660.75
"fixed.ER","Whiteandtribs.",2034,293.5,129.75,598.25
"fixed.ER","Whiteandtribs.",2035,242,95,529.25
"fixed.ER","Whiteandtribs.",2036,201,69,489.25
"fixed.ER","Whiteandtribs.",2037,183,59,473.25
"fixed.ER","Whiteandtribs.",2038,161,53,486
"fixed.ER","Whiteandtribs.",2039,155.5,0,462.25
"fixed.ER","Whiteandtribs.",2040,134,0,420.25
"fixed.ER","Whiteandtribs.",2041,121,0,396.25
"fixed.ER","Whiteandtribs.",2042,96,0,393.25
"fixed.ER","Whiteandtribs.",2043,84.5,0,362.25
"fixed.ER","Whiteandtribs.",2044,81,0,390
"fixed.ER","Whiteandtribs.",2045,72,0,394
"fixed.ER","Whiteandtribs.",2046,62.5,0,358.25
"fixed.ER","Whiteandtribs.",2047,52,0,327.5
"fixed.ER","Whiteandtribs.",2048,0,0,312.5
"fixed.ER","Whiteandtribs.",2049,0,0,295.25
"fixed.ER","Whiteandtribs.",2050,0,0,321.25
"fixed.ER","Whiteandtribs.",2051,0,0,300.75
"fixed.ER","Whiteandtribs.",2052,0,0,270.5
"fixed.ER","Whiteandtribs.",2053,0,0,251.25
"fixed.ER","Whiteandtribs.",2054,0,0,260.25
"fixed.ER","Whiteandtribs.",2055,0,0,304
"fixed.ER","Whiteandtribs.",2056,0,0,293.25
"fixed.ER","Whiteandtribs.",2057,0,0,278
"fixed.ER","Whiteandtribs.",2058,0,0,265.75
"fixed.ER","Whiteandtribs.",2059,0,0,269.25
"fixed.ER","Whiteandtribs.",2060,0,0,269
"fixed.ER","Whiteandtribs.",2061,0,0,286.5
"fixed.ER","Whiteandtribs.",2062,0,0,292
"fixed.ER","Whiteandtribs.",2063,0,0,261.75
"fixed.ER","Whiteandtribs.",2064,0,0,274.5
"fixed.ER","Whiteandtribs.",2065,0,0,355.5
"fixed.ER","Whiteandtribs.",2066,0,0,297
"fixed.ER","Whiteandtribs.",2067,0,0,286.25
"fixed.ER","YukonR.Teslinheadwaters",2024,3966.5,3582.25,4473.25
"fixed.ER","YukonR.Teslinheadwaters",2025,1819.5,1462.75,2333.25
"fixed.ER","YukonR.Teslinheadwaters",2026,1675.5,1174.75,2365
"fixed.ER","YukonR.Teslinheadwaters",2027,1290.5,862,2012
"fixed.ER","YukonR.Teslinheadwaters",2028,1258,820.75,2078.25
"fixed.ER","YukonR.Teslinheadwaters",2029,1791,1084,2930.25
"fixed.ER","YukonR.Teslinheadwaters",2030,1724,1026.75,3099
"fixed.ER","YukonR.Teslinheadwaters",2031,1405,732.25,2884
"fixed.ER","YukonR.Teslinheadwaters",2032,1211,587.25,3079.5
"fixed.ER","YukonR.Teslinheadwaters",2033,1121,465.75,2746.25
"fixed.ER","YukonR.Teslinheadwaters",2034,1175,496.5,2959
"fixed.ER","YukonR.Teslinheadwaters",2035,1267,492,3191.75
"fixed.ER","YukonR.Teslinheadwaters",2036,1330.5,427,3219.5
"fixed.ER","YukonR.Teslinheadwaters",2037,1186.5,359.75,3284.75
"fixed.ER","YukonR.Teslinheadwaters",2038,984.5,267.5,3259.5
"fixed.ER","YukonR.Teslinheadwaters",2039,939.5,240,3240.75
"fixed.ER","YukonR.Teslinheadwaters",2040,1033.5,219.75,3589.25
"fixed.ER","YukonR.Teslinheadwaters",2041,1040.5,228.75,3534.75
"fixed.ER","YukonR.Teslinheadwaters",2042,1010,184.75,3696.25
"fixed.ER","YukonR.Teslinheadwaters",2043,837,173,3458
"fixed.ER","YukonR.Teslinheadwaters",2044,871,127.75,3645.75
"fixed.ER","YukonR.Teslinheadwaters",2045,900,103.75,3657.5
"fixed.ER","YukonR.Teslinheadwaters",2046,857.5,89.75,3895.75
"fixed.ER","YukonR.Teslinheadwaters",2047,809.5,84.5,3991
"fixed.ER","YukonR.Teslinheadwaters",2048,745,68.25,4369.5
"fixed.ER","YukonR.Teslinheadwaters",2049,757.5,57,3954.75
"fixed.ER","YukonR.Teslinheadwaters",2050,812,0,4040.75
"fixed.ER","YukonR.Teslinheadwaters",2051,774,0,4112.25
"fixed.ER","YukonR.Teslinheadwaters",2052,795.5,0,4261.5
"fixed.ER","YukonR.Teslinheadwaters",2053,789.5,0,4404.5
"fixed.ER","YukonR.Teslinheadwaters",2054,714,0,4301.5
"fixed.ER","YukonR.Teslinheadwaters",2055,692,0,4383
"fixed.ER","YukonR.Teslinheadwaters",2056,722.5,0,4361
"fixed.ER","YukonR.Teslinheadwaters",2057,700.5,0,4709.75
"fixed.ER","YukonR.Teslinheadwaters",2058,685.5,0,4740.25
"fixed.ER","YukonR.Teslinheadwaters",2059,610.5,0,4604
"fixed.ER","YukonR.Teslinheadwaters",2060,628.5,0,4568.75
"fixed.ER","YukonR.Teslinheadwaters",2061,583.5,0,4717.5
"fixed.ER","YukonR.Teslinheadwaters",2062,602.5,0,4572.75
"fixed.ER","YukonR.Teslinheadwaters",2063,595,0,4203.75
"fixed.ER","YukonR.Teslinheadwaters",2064,527.5,0,4778.5
"fixed.ER","YukonR.Teslinheadwaters",2065,464,0,4593.5
"fixed.ER","YukonR.Teslinheadwaters",2066,426.5,0,4612.5
"fixed.ER","YukonR.Teslinheadwaters",2067,405,0,4730.75
"no.fishing","Big.Salmon",2024,1899,1842,1959
"no.fishing","Big.Salmon",2025,2034,1739.5,2401.25
"no.fishing","Big.Salmon",2026,1770,1419.25,2248.5
"no.fishing","Big.Salmon",2027,1827,1347.75,2411.25
"no.fishing","Big.Salmon",2028,1783,1277.75,2516
"no.fishing","Big.Salmon",2029,1722.5,1206.75,2458.75
"no.fishing","Big.Salmon",2030,1760,1132.25,2628.5
"no.fishing","Big.Salmon",2031,1719.5,1039.5,2847.75
"no.fishing","Big.Salmon",2032,1608,888.5,2920.5
"no.fishing","Big.Salmon",2033,1601.5,816.25,3260.75
"no.fishing","Big.Salmon",2034,1540.5,786.75,3329.25
"no.fishing","Big.Salmon",2035,1534,742.75,3532.75
"no.fishing","Big.Salmon",2036,1463,684.25,3689.25
"no.fishing","Big.Salmon",2037,1451,612.25,3870.5
"no.fishing","Big.Salmon",2038,1371,551.5,4017.75
"no.fishing","Big.Salmon",2039,1396.5,520.25,4130.5
"no.fishing","Big.Salmon",2040,1448.5,490,4278
"no.fishing","Big.Salmon",2041,1433.5,448,4307.5
"no.fishing","Big.Salmon",2042,1463.5,411,4411.5
"no.fishing","Big.Salmon",2043,1403.5,370.5,4464
"no.fishing","Big.Salmon",2044,1380.5,353.25,4642.5
"no.fishing","Big.Salmon",2045,1455,327.75,4552
"no.fishing","Big.Salmon",2046,1491.5,304.5,4588.5
"no.fishing","Big.Salmon",2047,1450,274.75,4637.25
"no.fishing","Big.Salmon",2048,1477,259,4751.25
"no.fishing","Big.Salmon",2049,1539,242.5,4751.75
"no.fishing","Big.Salmon",2050,1478,215.75,4633
"no.fishing","Big.Salmon",2051,1392,203.75,4888
"no.fishing","Big.Salmon",2052,1386.5,188,5057.25
"no.fishing","Big.Salmon",2053,1489,158.5,5352.5
"no.fishing","Big.Salmon",2054,1482,144.75,5276.75
"no.fishing","Big.Salmon",2055,1544,120.75,5222.5
"no.fishing","Big.Salmon",2056,1388.5,108.75,5205
"no.fishing","Big.Salmon",2057,1470.5,111.5,5878.75
"no.fishing","Big.Salmon",2058,1471.5,111,5904
"no.fishing","Big.Salmon",2059,1408,95.75,5919.25
"no.fishing","Big.Salmon",2060,1383.5,88,5913
"no.fishing","Big.Salmon",2061,1322,72.75,6296
"no.fishing","Big.Salmon",2062,1305,65,6565.5
"no.fishing","Big.Salmon",2063,1327.5,60.75,6945
"no.fishing","Big.Salmon",2064,1270.5,52.75,6939.5
"no.fishing","Big.Salmon",2065,1191.5,0,6991
"no.fishing","Big.Salmon",2066,1163,0,6831.5
"no.fishing","Big.Salmon",2067,1146.5,0,7012.25
"no.fishing","MiddleYukonR.andtribs.",2024,6351.5,6097.75,6611.5
"no.fishing","MiddleYukonR.andtribs.",2025,6612,5464,8329.5
"no.fishing","MiddleYukonR.andtribs.",2026,6773,4919.25,9121.5
"no.fishing","MiddleYukonR.andtribs.",2027,5954.5,4191.5,8391.5
"no.fishing","MiddleYukonR.andtribs.",2028,4395.5,3021.75,6468.5
"no.fishing","MiddleYukonR.andtribs.",2029,4359.5,2829.75,6796.25
"no.fishing","MiddleYukonR.andtribs.",2030,5645,3663.75,9430.5
"no.fishing","MiddleYukonR.andtribs.",2031,5832.5,3608.75,10844.75
"no.fishing","MiddleYukonR.andtribs.",2032,5578,3082.75,10970.25
"no.fishing","MiddleYukonR.andtribs.",2033,5280,2685.25,10673.5
"no.fishing","MiddleYukonR.andtribs.",2034,4815,2332,9830.75
"no.fishing","MiddleYukonR.andtribs.",2035,4926.5,2433.25,10752
"no.fishing","MiddleYukonR.andtribs.",2036,5340.5,2488.75,11688.75
"no.fishing","MiddleYukonR.andtribs.",2037,5402,2291,11708.5
"no.fishing","MiddleYukonR.andtribs.",2038,5279,1945.75,12305.75
"no.fishing","MiddleYukonR.andtribs.",2039,5212.5,1781.5,12870
"no.fishing","MiddleYukonR.andtribs.",2040,5106,1660.25,12889.75
